1,samnang,male,11-66-4444,1255555625,cs,2,navid.samnang@gmail.com
32,Emily Davis,Male,14-12-2006,089914956,Computer Science,1,emily.davis@student.cadt.edu.kh
33,David Wilson,Female,25-04-2005,083168482,Computer Science,1,david.wilson@student.cadt.edu.kh
34,William Williams,Female,25-04-2006,092329612,Digital Business,1,william.williams@student.cadt.edu.kh
35,Ava Miller,Female,07-09-2006,059518499,Computer Science,1,ava.miller@student.cadt.edu.kh
36,Vann Kim,Male,25-11-2005,021212953,Computer Science,1,vann.kim@student.cadt.edu.kh
37,Olivia Moore,Male,03-07-2005,018127945,Telecommunication and Networking,1,olivia.moore@student.cadt.edu.kh
38,Bopha Heng,Male,19-06-2005,034419544,Digital Business,1,bopha.heng@student.cadt.edu.kh
39,Michael Taylor,Male,17-11-2005,026413613,Telecommunication and Networking,1,michael.taylor@student.cadt.edu.kh
40,Sophia Brown,Male,01-08-2006,098167869,Telecommunication and Networking,1,sophia.brown@student.cadt.edu.kh
41,James Miller,Female,01-12-2005,019726347,Digital Business,1,james.miller@student.cadt.edu.kh
42,Mony Nhim,Male,15-07-2005,079561138,Digital Business,1,mony.nhim@student.cadt.edu.kh
43,Chan Pheng,Female,21-08-2005,031587587,Telecommunication and Networking,1,chan.pheng@student.cadt.edu.kh
44,Chanda Chea,Male,27-06-2006,047568378,Digital Business,1,chanda.chea@student.cadt.edu.kh
45,Vann Chea,Male,26-09-2006,069626543,Telecommunication and Networking,1,vann.chea@student.cadt.edu.kh
46,William Brown,Female,31-05-2006,017834884,Digital Business,1,william.brown@student.cadt.edu.kh
47,William Brown,Female,25-09-2005,041881546,Digital Business,1,william.brown@student.cadt.edu.kh
48,James Wilson,Female,22-11-2006,065541818,Telecommunication and Networking,1,james.wilson@student.cadt.edu.kh
49,Isabella Brown,Male,24-10-2005,068176159,Telecommunication and Networking,1,isabella.brown@student.cadt.edu.kh
50,Raksmey Pheng,Male,04-12-2006,035842877,Digital Business,1,raksmey.pheng@student.cadt.edu.kh
51,Michael Wilson,Female,10-04-2006,071999971,Digital Business,1,michael.wilson@student.cadt.edu.kh
52,Chan San,Male,03-09-2006,014878262,Computer Science,1,chan.san@student.cadt.edu.kh
53,David Miller,Female,02-02-2005,072995529,Computer Science,1,david.miller@student.cadt.edu.kh
54,David Brown,Male,05-09-2006,063519761,Telecommunication and Networking,1,david.brown@student.cadt.edu.kh
55,Dara Pheng,Male,21-06-2006,082228924,Digital Business,1,dara.pheng@student.cadt.edu.kh
56,Sok Nhim,Male,23-10-2006,071325224,Digital Business,1,sok.nhim@student.cadt.edu.kh
57,Sok Ly,Male,25-02-2005,086873637,Telecommunication and Networking,1,sok.ly@student.cadt.edu.kh
58,Michael Brown,Male,03-09-2005,059718525,Telecommunication and Networking,1,michael.brown@student.cadt.edu.kh
59,Sok Ly,Male,19-08-2005,091665419,Computer Science,1,sok.ly@student.cadt.edu.kh
60,Chanda Rith,Female,09-07-2006,033476658,Computer Science,1,chanda.rith@student.cadt.edu.kh
61,John Davis,Female,05-10-2005,015515668,Telecommunication and Networking,1,john.davis@student.cadt.edu.kh
62,Sok Chea,Male,28-08-2005,076581329,Telecommunication and Networking,1,sok.chea@student.cadt.edu.kh
63,Isabella Wilson,Male,03-05-2006,028489992,Digital Business,1,isabella.wilson@student.cadt.edu.kh
64,Visal Lim,Female,17-11-2005,081811111,Computer Science,1,visal.lim@student.cadt.edu.kh
65,James Wilson,Male,07-06-2006,083964438,Computer Science,1,james.wilson@student.cadt.edu.kh
66,Ava Miller,Female,24-05-2006,067362212,Telecommunication and Networking,1,ava.miller@student.cadt.edu.kh
67,Isabella Brown,Male,19-06-2005,077724746,Digital Business,1,isabella.brown@student.cadt.edu.kh
68,John Miller,Female,18-05-2005,057145922,Digital Business,1,john.miller@student.cadt.edu.kh
69,Dara Chea,Male,05-04-2005,035544927,Computer Science,1,dara.chea@student.cadt.edu.kh
70,Chan Lim,Female,18-11-2006,065457341,Computer Science,1,chan.lim@student.cadt.edu.kh
71,Srey Pheng,Male,06-05-2005,032951686,Telecommunication and Networking,1,srey.pheng@student.cadt.edu.kh
72,William Davis,Male,26-06-2005,066967693,Digital Business,1,william.davis@student.cadt.edu.kh
73,Dara Kim,Male,16-01-2005,094284725,Computer Science,1,dara.kim@student.cadt.edu.kh
74,John Jones,Female,20-01-2006,065799254,Computer Science,1,john.jones@student.cadt.edu.kh
75,Sok Rith,Female,12-08-2005,026987554,Digital Business,1,sok.rith@student.cadt.edu.kh
76,Dara Kim,Female,24-08-2005,042166967,Computer Science,1,dara.kim@student.cadt.edu.kh
77,William Jones,Female,13-09-2005,052346656,Computer Science,1,william.jones@student.cadt.edu.kh
78,Raksmey San,Male,12-04-2005,031893539,Telecommunication and Networking,1,raksmey.san@student.cadt.edu.kh
79,Dara San,Female,07-04-2006,083214419,Computer Science,1,dara.san@student.cadt.edu.kh
80,Vann Nhim,Male,13-03-2006,097697544,Computer Science,1,vann.nhim@student.cadt.edu.kh
81,Emily Brown,Male,02-10-2005,086819367,Telecommunication and Networking,1,emily.brown@student.cadt.edu.kh
82,Chanda Ly,Male,02-01-2005,045513139,Computer Science,1,chanda.ly@student.cadt.edu.kh
83,Sok San,Male,18-05-2005,045878263,Telecommunication and Networking,1,sok.san@student.cadt.edu.kh
84,Raksmey Ly,Male,20-04-2005,075255711,Digital Business,1,raksmey.ly@student.cadt.edu.kh
85,Chanda San,Female,19-03-2005,037864286,Digital Business,1,chanda.san@student.cadt.edu.kh
86,Sok Chea,Male,07-10-2006,071363376,Digital Business,1,sok.chea@student.cadt.edu.kh
87,David Williams,Female,27-11-2006,098343568,Computer Science,1,david.williams@student.cadt.edu.kh
88,Chanda Ly,Female,27-04-2005,094789265,Digital Business,1,chanda.ly@student.cadt.edu.kh
89,Mony San,Female,28-12-2005,094196234,Computer Science,1,mony.san@student.cadt.edu.kh
90,John Wilson,Male,20-06-2005,015535885,Telecommunication and Networking,1,john.wilson@student.cadt.edu.kh
91,Chan San,Female,29-12-2006,085988636,Telecommunication and Networking,1,chan.san@student.cadt.edu.kh
92,Isabella Jones,Female,21-06-2005,057145414,Digital Business,1,isabella.jones@student.cadt.edu.kh
93,Michael Davis,Female,07-07-2006,092343335,Telecommunication and Networking,1,michael.davis@student.cadt.edu.kh
94,Visal Lim,Female,05-12-2006,037519291,Computer Science,1,visal.lim@student.cadt.edu.kh
95,Visal Chea,Male,15-11-2005,056338333,Telecommunication and Networking,1,visal.chea@student.cadt.edu.kh
96,Dara Nhim,Female,19-07-2006,094727859,Computer Science,1,dara.nhim@student.cadt.edu.kh
97,Raksmey Rith,Female,24-08-2005,033814692,Digital Business,1,raksmey.rith@student.cadt.edu.kh
98,Isabella Smith,Male,15-06-2005,023221251,Computer Science,1,isabella.smith@student.cadt.edu.kh
99,Ava Johnson,Female,03-02-2005,076956437,Digital Business,1,ava.johnson@student.cadt.edu.kh
100,Visal Khiev,Female,27-02-2006,036297262,Computer Science,1,visal.khiev@student.cadt.edu.kh
101,Chanda Heng,Male,19-02-2005,026336683,Digital Business,1,chanda.heng@student.cadt.edu.kh
102,David Smith,Female,19-07-2006,028283227,Computer Science,1,david.smith@student.cadt.edu.kh
103,Olivia Davis,Male,07-10-2006,062334434,Digital Business,1,olivia.davis@student.cadt.edu.kh
104,Bopha Chea,Female,08-10-2006,093656468,Digital Business,1,bopha.chea@student.cadt.edu.kh
105,John Williams,Male,10-06-2006,085513153,Computer Science,1,john.williams@student.cadt.edu.kh
106,Dara Ly,Male,17-10-2005,048773953,Digital Business,1,dara.ly@student.cadt.edu.kh
107,Isabella Jones,Male,08-06-2005,087444355,Telecommunication and Networking,1,isabella.jones@student.cadt.edu.kh
108,David Taylor,Female,21-10-2006,032198439,Telecommunication and Networking,1,david.taylor@student.cadt.edu.kh
109,Sophia Miller,Male,27-08-2006,043872845,Telecommunication and Networking,1,sophia.miller@student.cadt.edu.kh
110,Bopha Pheng,Female,30-07-2006,018989145,Telecommunication and Networking,1,bopha.pheng@student.cadt.edu.kh
111,Ava Taylor,Female,12-07-2005,076456192,Computer Science,1,ava.taylor@student.cadt.edu.kh
112,Dara Ly,Male,11-01-2005,056549396,Digital Business,1,dara.ly@student.cadt.edu.kh
113,Isabella Wilson,Male,04-04-2006,085711936,Digital Business,1,isabella.wilson@student.cadt.edu.kh
114,Michael Taylor,Female,22-01-2005,053194773,Computer Science,1,michael.taylor@student.cadt.edu.kh
115,Raksmey Kim,Female,07-03-2005,021925735,Computer Science,1,raksmey.kim@student.cadt.edu.kh
116,Olivia Miller,Male,20-01-2006,022374412,Computer Science,1,olivia.miller@student.cadt.edu.kh
117,Chanda Ly,Female,30-07-2005,074926741,Telecommunication and Networking,1,chanda.ly@student.cadt.edu.kh
118,Raksmey Pheng,Female,10-01-2005,043747531,Telecommunication and Networking,1,raksmey.pheng@student.cadt.edu.kh
119,Chanda San,Female,22-05-2005,089496412,Computer Science,1,chanda.san@student.cadt.edu.kh
120,William Moore,Female,02-09-2005,026795245,Digital Business,1,william.moore@student.cadt.edu.kh
121,Raksmey San,Male,09-02-2005,094329743,Telecommunication and Networking,1,raksmey.san@student.cadt.edu.kh
122,Isabella Moore,Male,27-09-2006,091282317,Computer Science,1,isabella.moore@student.cadt.edu.kh
123,Mony Heng,Male,14-02-2006,044345771,Telecommunication and Networking,1,mony.heng@student.cadt.edu.kh
124,Sok Heng,Female,05-04-2006,016146968,Computer Science,1,sok.heng@student.cadt.edu.kh
125,David Wilson,Male,31-08-2005,049435938,Computer Science,1,david.wilson@student.cadt.edu.kh
126,William Miller,Male,23-03-2005,058389745,Digital Business,1,william.miller@student.cadt.edu.kh
127,James Taylor,Male,17-11-2005,018552638,Computer Science,1,james.taylor@student.cadt.edu.kh
128,Isabella Moore,Male,25-12-2006,068425417,Computer Science,1,isabella.moore@student.cadt.edu.kh
129,Sophia Johnson,Female,09-08-2006,055217243,Telecommunication and Networking,1,sophia.johnson@student.cadt.edu.kh
130,Mony Ly,Male,20-12-2005,051224317,Digital Business,1,mony.ly@student.cadt.edu.kh
131,Sophia Davis,Female,09-04-2005,069526767,Computer Science,1,sophia.davis@student.cadt.edu.kh
132,Mony Nhim,Male,01-05-2005,085754939,Telecommunication and Networking,1,mony.nhim@student.cadt.edu.kh
133,Chan Ly,Male,19-10-2005,034758821,Telecommunication and Networking,1,chan.ly@student.cadt.edu.kh
134,Isabella Miller,Female,09-08-2006,034141467,Computer Science,1,isabella.miller@student.cadt.edu.kh
135,Vann San,Male,14-09-2005,093517363,Telecommunication and Networking,1,vann.san@student.cadt.edu.kh
136,Michael Miller,Female,14-05-2005,013595835,Digital Business,1,michael.miller@student.cadt.edu.kh
137,Chan Heng,Female,01-09-2005,091967941,Computer Science,1,chan.heng@student.cadt.edu.kh
138,Visal Lim,Male,23-04-2006,023461649,Telecommunication and Networking,1,visal.lim@student.cadt.edu.kh
139,Chanda Kim,Male,16-06-2005,055921146,Computer Science,1,chanda.kim@student.cadt.edu.kh
140,Raksmey Heng,Male,13-06-2005,035592648,Telecommunication and Networking,1,raksmey.heng@student.cadt.edu.kh
141,Sok Chea,Female,22-10-2006,096731393,Computer Science,1,sok.chea@student.cadt.edu.kh
142,Sophia Smith,Male,03-02-2005,049327832,Computer Science,1,sophia.smith@student.cadt.edu.kh
143,Srey Heng,Male,21-06-2005,057871761,Telecommunication and Networking,1,srey.heng@student.cadt.edu.kh
144,Dara Kim,Male,25-03-2006,057639735,Digital Business,1,dara.kim@student.cadt.edu.kh
145,Vann Pheng,Female,26-09-2006,043547971,Computer Science,1,vann.pheng@student.cadt.edu.kh
146,Vann Kim,Male,30-08-2005,024439919,Telecommunication and Networking,1,vann.kim@student.cadt.edu.kh
147,Sophia Wilson,Female,28-11-2005,012776723,Digital Business,1,sophia.wilson@student.cadt.edu.kh
148,Srey Kim,Female,10-09-2006,029837864,Digital Business,1,srey.kim@student.cadt.edu.kh
149,Visal Nhim,Female,12-10-2006,084878778,Computer Science,1,visal.nhim@student.cadt.edu.kh
150,Mony Chea,Female,26-01-2005,045345669,Telecommunication and Networking,1,mony.chea@student.cadt.edu.kh
151,Sophia Miller,Female,02-12-2005,018126193,Digital Business,1,sophia.miller@student.cadt.edu.kh
152,Sok Ly,Female,19-03-2005,069884732,Digital Business,1,sok.ly@student.cadt.edu.kh
153,David Wilson,Male,11-07-2005,019556736,Computer Science,1,david.wilson@student.cadt.edu.kh
154,Dara San,Male,14-09-2005,073422619,Telecommunication and Networking,1,dara.san@student.cadt.edu.kh
155,Emily Taylor,Male,07-07-2006,012677815,Digital Business,1,emily.taylor@student.cadt.edu.kh
156,Srey San,Female,05-12-2006,023172275,Digital Business,1,srey.san@student.cadt.edu.kh
157,Emily Davis,Male,27-05-2006,081579684,Digital Business,1,emily.davis@student.cadt.edu.kh
158,Mony Lim,Male,18-03-2006,027767323,Computer Science,1,mony.lim@student.cadt.edu.kh
159,Chanda Pheng,Male,24-08-2005,049517669,Digital Business,1,chanda.pheng@student.cadt.edu.kh
160,Raksmey Ly,Female,09-06-2005,027352616,Digital Business,1,raksmey.ly@student.cadt.edu.kh
161,Dara Ly,Male,22-05-2006,038985833,Telecommunication and Networking,1,dara.ly@student.cadt.edu.kh
162,John Brown,Male,27-12-2006,046583781,Telecommunication and Networking,1,john.brown@student.cadt.edu.kh
163,David Williams,Female,16-01-2005,098532746,Telecommunication and Networking,1,david.williams@student.cadt.edu.kh
164,Raksmey Kim,Male,14-03-2006,088778728,Telecommunication and Networking,1,raksmey.kim@student.cadt.edu.kh
165,Visal Heng,Male,05-07-2005,095624982,Telecommunication and Networking,1,visal.heng@student.cadt.edu.kh
166,Chanda Kim,Male,01-11-2006,049494876,Digital Business,1,chanda.kim@student.cadt.edu.kh
167,Srey Khiev,Female,19-10-2005,061591713,Digital Business,1,srey.khiev@student.cadt.edu.kh
168,Chanda Kim,Female,13-12-2005,046899982,Computer Science,1,chanda.kim@student.cadt.edu.kh
169,Chanda Ly,Male,25-01-2005,087381127,Computer Science,1,chanda.ly@student.cadt.edu.kh
170,John Davis,Female,01-05-2005,088893766,Computer Science,1,john.davis@student.cadt.edu.kh
171,Bopha Lim,Male,11-03-2005,075637972,Telecommunication and Networking,1,bopha.lim@student.cadt.edu.kh
172,John Johnson,Female,16-01-2005,077121271,Digital Business,1,john.johnson@student.cadt.edu.kh
173,Srey Chea,Female,25-03-2005,058324247,Computer Science,1,srey.chea@student.cadt.edu.kh
174,William Williams,Female,05-11-2005,027258752,Telecommunication and Networking,1,william.williams@student.cadt.edu.kh
175,Chan Lim,Male,15-12-2006,049466356,Digital Business,1,chan.lim@student.cadt.edu.kh
176,Ava Miller,Female,13-12-2006,071924199,Computer Science,1,ava.miller@student.cadt.edu.kh
177,James Williams,Male,25-11-2006,088784156,Digital Business,1,james.williams@student.cadt.edu.kh
178,Emily Taylor,Male,25-10-2005,059998954,Telecommunication and Networking,1,emily.taylor@student.cadt.edu.kh
179,Vann Nhim,Male,29-12-2005,055417289,Computer Science,1,vann.nhim@student.cadt.edu.kh
180,Michael Johnson,Male,04-04-2006,097937585,Telecommunication and Networking,1,michael.johnson@student.cadt.edu.kh
181,Emily Jones,Male,04-08-2006,035818891,Digital Business,1,emily.jones@student.cadt.edu.kh
182,John Moore,Male,29-01-2006,081614667,Computer Science,1,john.moore@student.cadt.edu.kh
183,Bopha Khiev,Male,11-02-2005,076895949,Telecommunication and Networking,1,bopha.khiev@student.cadt.edu.kh
184,Ava Williams,Male,20-02-2006,024216386,Telecommunication and Networking,1,ava.williams@student.cadt.edu.kh
185,Srey Nhim,Female,02-03-2005,039256499,Digital Business,1,srey.nhim@student.cadt.edu.kh
186,Raksmey Lim,Female,21-10-2006,026967867,Telecommunication and Networking,1,raksmey.lim@student.cadt.edu.kh
187,Isabella Davis,Male,16-12-2005,052431575,Digital Business,1,isabella.davis@student.cadt.edu.kh
188,Sok Pheng,Male,13-04-2006,012646281,Computer Science,1,sok.pheng@student.cadt.edu.kh
189,Vann Ly,Female,15-10-2005,082673293,Telecommunication and Networking,1,vann.ly@student.cadt.edu.kh
190,Emily Williams,Male,15-09-2005,081326757,Telecommunication and Networking,1,emily.williams@student.cadt.edu.kh
191,Emily Jones,Male,29-08-2005,099769721,Digital Business,1,emily.jones@student.cadt.edu.kh
192,Vann Heng,Female,03-06-2005,035166919,Digital Business,1,vann.heng@student.cadt.edu.kh
193,David Davis,Male,14-10-2006,054571455,Telecommunication and Networking,1,david.davis@student.cadt.edu.kh
194,Raksmey Kim,Male,09-08-2006,015658574,Digital Business,1,raksmey.kim@student.cadt.edu.kh
195,Ava Moore,Female,12-01-2005,065629436,Digital Business,1,ava.moore@student.cadt.edu.kh
196,Chanda Pheng,Male,24-06-2005,052595634,Telecommunication and Networking,1,chanda.pheng@student.cadt.edu.kh
197,Olivia Smith,Female,03-05-2005,016547264,Telecommunication and Networking,1,olivia.smith@student.cadt.edu.kh
198,Michael Williams,Male,24-03-2006,016477844,Digital Business,1,michael.williams@student.cadt.edu.kh
199,Bopha Rith,Female,11-06-2006,057312419,Computer Science,1,bopha.rith@student.cadt.edu.kh
200,William Wilson,Female,02-11-2005,034213555,Telecommunication and Networking,1,william.wilson@student.cadt.edu.kh
201,William Moore,Male,03-02-2005,038765882,Telecommunication and Networking,1,william.moore@student.cadt.edu.kh
202,Emily Williams,Male,29-08-2006,092447816,Telecommunication and Networking,1,emily.williams@student.cadt.edu.kh
203,Srey Kim,Male,24-09-2005,057448324,Computer Science,1,srey.kim@student.cadt.edu.kh
204,John Davis,Female,26-11-2006,015758425,Computer Science,1,john.davis@student.cadt.edu.kh
205,William Moore,Male,13-01-2005,079649255,Computer Science,1,william.moore@student.cadt.edu.kh
206,Bopha Rith,Male,06-10-2006,047548958,Telecommunication and Networking,1,bopha.rith@student.cadt.edu.kh
207,Chanda Ly,Male,30-12-2006,091147612,Computer Science,1,chanda.ly@student.cadt.edu.kh
208,Chan Rith,Female,04-08-2006,065372752,Telecommunication and Networking,1,chan.rith@student.cadt.edu.kh
209,Chan Nhim,Female,23-11-2005,073388316,Computer Science,1,chan.nhim@student.cadt.edu.kh
210,Vann Khiev,Male,04-03-2006,086155788,Computer Science,1,vann.khiev@student.cadt.edu.kh
211,Olivia Smith,Male,15-09-2006,076859246,Telecommunication and Networking,1,olivia.smith@student.cadt.edu.kh
212,William Johnson,Male,07-04-2006,047811516,Digital Business,1,william.johnson@student.cadt.edu.kh
213,Srey Khiev,Female,06-07-2005,039154115,Digital Business,1,srey.khiev@student.cadt.edu.kh
214,Srey Kim,Male,05-01-2005,055497394,Digital Business,1,srey.kim@student.cadt.edu.kh
215,John Jones,Male,02-08-2006,015362953,Digital Business,1,john.jones@student.cadt.edu.kh
216,Emily Miller,Female,24-01-2006,084449511,Computer Science,1,emily.miller@student.cadt.edu.kh
217,Sok Heng,Male,04-11-2006,094413554,Computer Science,1,sok.heng@student.cadt.edu.kh
218,Dara Rith,Male,27-01-2005,042167453,Telecommunication and Networking,1,dara.rith@student.cadt.edu.kh
219,Dara Heng,Male,16-04-2006,037879973,Telecommunication and Networking,1,dara.heng@student.cadt.edu.kh
220,Olivia Moore,Male,08-06-2005,014563418,Digital Business,1,olivia.moore@student.cadt.edu.kh
221,Chanda Ly,Male,29-11-2006,052692167,Computer Science,1,chanda.ly@student.cadt.edu.kh
222,Visal Rith,Female,25-09-2005,051224791,Telecommunication and Networking,1,visal.rith@student.cadt.edu.kh
223,David Jones,Male,10-10-2005,095128941,Telecommunication and Networking,1,david.jones@student.cadt.edu.kh
224,Dara Lim,Female,10-03-2006,011298583,Digital Business,1,dara.lim@student.cadt.edu.kh
225,Sophia Johnson,Female,18-03-2006,018429173,Digital Business,1,sophia.johnson@student.cadt.edu.kh
226,Michael Brown,Female,26-11-2006,096824175,Digital Business,1,michael.brown@student.cadt.edu.kh
227,Raksmey Khiev,Male,12-10-2006,098867719,Computer Science,1,raksmey.khiev@student.cadt.edu.kh
228,Ava Taylor,Male,04-02-2005,024265556,Digital Business,1,ava.taylor@student.cadt.edu.kh
229,Bopha Rith,Male,12-07-2006,092536135,Computer Science,1,bopha.rith@student.cadt.edu.kh
230,Isabella Johnson,Female,09-02-2005,029846293,Telecommunication and Networking,1,isabella.johnson@student.cadt.edu.kh
231,John Wilson,Male,01-07-2005,071415444,Digital Business,1,john.wilson@student.cadt.edu.kh
232,Visal Kim,Male,25-09-2006,036542228,Digital Business,1,visal.kim@student.cadt.edu.kh
233,Vann Heng,Male,10-01-2006,058225512,Computer Science,1,vann.heng@student.cadt.edu.kh
234,Chan Heng,Male,07-09-2006,081566363,Digital Business,1,chan.heng@student.cadt.edu.kh
235,Bopha San,Female,18-05-2005,063242319,Telecommunication and Networking,1,bopha.san@student.cadt.edu.kh
236,Sophia Davis,Male,06-05-2006,066169439,Digital Business,1,sophia.davis@student.cadt.edu.kh
237,Emily Wilson,Female,16-10-2006,093469392,Telecommunication and Networking,1,emily.wilson@student.cadt.edu.kh
238,Emily Johnson,Male,21-11-2006,042145915,Computer Science,1,emily.johnson@student.cadt.edu.kh
239,Srey Khiev,Female,15-11-2005,033982261,Computer Science,1,srey.khiev@student.cadt.edu.kh
240,Vann Kim,Male,28-01-2005,049247451,Computer Science,1,vann.kim@student.cadt.edu.kh
241,Srey Kim,Female,01-02-2006,017544429,Digital Business,1,srey.kim@student.cadt.edu.kh
242,William Miller,Female,10-09-2006,066386888,Computer Science,1,william.miller@student.cadt.edu.kh
243,Michael Davis,Male,22-03-2006,011294638,Digital Business,1,michael.davis@student.cadt.edu.kh
244,Srey Rith,Female,03-03-2006,073461569,Computer Science,1,srey.rith@student.cadt.edu.kh
245,John Johnson,Female,10-11-2005,075849467,Computer Science,1,john.johnson@student.cadt.edu.kh
246,Srey Chea,Male,10-05-2005,065541365,Computer Science,1,srey.chea@student.cadt.edu.kh
247,Chanda San,Female,04-08-2006,018262556,Digital Business,1,chanda.san@student.cadt.edu.kh
248,Sok Pheng,Male,13-10-2005,093416317,Digital Business,1,sok.pheng@student.cadt.edu.kh
249,David Wilson,Male,22-09-2006,015679212,Telecommunication and Networking,1,david.wilson@student.cadt.edu.kh
250,Raksmey Rith,Female,12-09-2005,094775973,Telecommunication and Networking,1,raksmey.rith@student.cadt.edu.kh
251,Raksmey Chea,Male,30-03-2005,056634388,Computer Science,1,raksmey.chea@student.cadt.edu.kh
252,John Taylor,Female,24-07-2006,018165312,Digital Business,1,john.taylor@student.cadt.edu.kh
253,Raksmey Kim,Male,05-03-2006,031934648,Digital Business,1,raksmey.kim@student.cadt.edu.kh
254,Raksmey Lim,Male,26-01-2005,046218994,Digital Business,1,raksmey.lim@student.cadt.edu.kh
255,Mony Khiev,Male,23-10-2006,079812694,Computer Science,1,mony.khiev@student.cadt.edu.kh
256,Olivia Wilson,Male,05-01-2006,017277846,Digital Business,1,olivia.wilson@student.cadt.edu.kh
257,Sok Lim,Male,22-11-2005,086717533,Computer Science,1,sok.lim@student.cadt.edu.kh
258,Chan Kim,Male,27-01-2005,033263324,Digital Business,1,chan.kim@student.cadt.edu.kh
259,Emily Moore,Female,20-09-2006,033684177,Digital Business,1,emily.moore@student.cadt.edu.kh
260,Michael Moore,Female,23-07-2005,036213271,Telecommunication and Networking,1,michael.moore@student.cadt.edu.kh
261,Ava Moore,Female,12-10-2006,092778517,Digital Business,1,ava.moore@student.cadt.edu.kh
262,Isabella Wilson,Male,26-12-2006,068248486,Computer Science,1,isabella.wilson@student.cadt.edu.kh
263,Chanda Khiev,Male,12-12-2006,074534483,Telecommunication and Networking,1,chanda.khiev@student.cadt.edu.kh
264,Dara Ly,Male,14-05-2006,042994162,Computer Science,1,dara.ly@student.cadt.edu.kh
265,Visal Khiev,Female,20-01-2005,064168636,Telecommunication and Networking,1,visal.khiev@student.cadt.edu.kh
266,Visal Rith,Male,22-10-2006,058727863,Telecommunication and Networking,1,visal.rith@student.cadt.edu.kh
267,Dara Heng,Male,30-10-2005,078556567,Telecommunication and Networking,1,dara.heng@student.cadt.edu.kh
268,James Taylor,Female,12-03-2005,072149696,Computer Science,1,james.taylor@student.cadt.edu.kh
269,Vann Nhim,Female,15-05-2005,055395118,Computer Science,1,vann.nhim@student.cadt.edu.kh
270,Raksmey Lim,Female,13-09-2006,047524661,Digital Business,1,raksmey.lim@student.cadt.edu.kh
271,Chan Nhim,Male,02-01-2005,079948643,Telecommunication and Networking,1,chan.nhim@student.cadt.edu.kh
272,Vann Ly,Male,26-03-2006,017952198,Telecommunication and Networking,1,vann.ly@student.cadt.edu.kh
273,Raksmey Ly,Male,14-06-2006,039312672,Digital Business,1,raksmey.ly@student.cadt.edu.kh
